,loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type,mort_acc,pub_rec_bankruptcies
2387,25000.0, 36 months,5.32,752.87,A,5 years,MORTGAGE,80000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,21.0,0.0,Apr-1986,705.0,709.0,1.0,14.0,0.0,217942.0,68.0,20.0,Individual,4.0,0.0
6959,23025.0, 36 months,14.85,796.48,C,< 1 year,RENT,102000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,8.2,0.0,Aug-2000,695.0,699.0,1.0,5.0,0.0,9186.0,98.8,8.0,Individual,0.0,0.0
4574,8000.0, 36 months,15.77,280.35,D,3 years,RENT,65899.0,Source Verified,Dec-2015,Fully Paid,major_purchase,21.74,3.0,Oct-2004,680.0,684.0,3.0,28.0,0.0,17526.0,67.1,46.0,Individual,1.0,0.0
6583,8000.0, 36 months,9.8,257.39,B,4 years,MORTGAGE,31000.0,Verified,Dec-2015,Fully Paid,credit_card,11.03,0.0,Jan-1993,715.0,719.0,0.0,9.0,0.0,6977.0,45.6,12.0,Individual,0.0,0.0
2467,24000.0, 36 months,9.8,772.17,B,6 years,MORTGAGE,67000.0,Not Verified,Dec-2015,Fully Paid,credit_card,19.67,0.0,Aug-1996,695.0,699.0,1.0,15.0,0.0,24663.0,86.2,28.0,Individual,2.0,0.0
5600,13000.0, 36 months,11.99,431.73,C,7 years,MORTGAGE,112000.0,Source Verified,Dec-2015,Fully Paid,other,12.08,1.0,Apr-1987,720.0,724.0,2.0,15.0,0.0,5682.0,50.7,28.0,Individual,1.0,0.0
6124,35000.0, 36 months,7.91,1095.33,A,10+ years,MORTGAGE,125000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,14.04,0.0,Oct-1992,710.0,714.0,0.0,17.0,0.0,62134.0,54.3,34.0,Individual,5.0,0.0
8668,21000.0, 36 months,5.32,632.42,A,5 years,RENT,149000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,10.07,0.0,Feb-2001,715.0,719.0,0.0,16.0,0.0,24440.0,23.3,24.0,Individual,0.0,0.0
3085,10000.0, 36 months,11.99,332.1,C,8 years,MORTGAGE,47000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,17.31,0.0,Oct-2009,675.0,679.0,1.0,13.0,0.0,10022.0,33.7,18.0,Individual,1.0,0.0
5867,6000.0, 36 months,9.17,191.28,B,< 1 year,MORTGAGE,65000.0,Source Verified,Dec-2015,Fully Paid,credit_card,10.43,2.0,Nov-2000,670.0,674.0,2.0,15.0,0.0,9012.0,30.1,33.0,Individual,4.0,0.0
8313,18000.0, 36 months,9.76,578.79,B,10+ years,MORTGAGE,110000.0,Source Verified,Dec-2015,Fully Paid,credit_card,0.68,0.0,May-2004,680.0,684.0,0.0,5.0,2.0,2079.0,50.7,13.0,Individual,1.0,1.0
8763,15000.0, 36 months,9.76,482.32,B,10+ years,MORTGAGE,76000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,11.21,0.0,Nov-2005,725.0,729.0,0.0,5.0,0.0,11904.0,56.2,7.0,Individual,3.0,0.0
3871,10000.0, 36 months,7.49,311.02,A,10+ years,RENT,175000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,9.82,0.0,Sep-1996,725.0,729.0,2.0,14.0,0.0,17013.0,50.0,38.0,Individual,1.0,0.0
7103,8000.0, 36 months,15.77,280.35,D,2 years,RENT,32000.0,Verified,Dec-2015,Charged Off,debt_consolidation,7.19,0.0,Sep-2011,695.0,699.0,1.0,6.0,0.0,7511.0,56.1,7.0,Individual,0.0,0.0
2474,35000.0, 36 months,7.49,1088.56,A,< 1 year,MORTGAGE,150000.0,Source Verified,Dec-2015,Fully Paid,credit_card,23.34,0.0,Nov-1983,720.0,724.0,0.0,24.0,0.0,38610.0,43.0,51.0,Individual,2.0,0.0
7560,7200.0, 36 months,12.59,241.18,C,2 years,RENT,48000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,12.38,0.0,Oct-2004,690.0,694.0,0.0,4.0,0.0,3579.0,87.3,24.0,Individual,0.0,0.0
7003,6000.0, 36 months,13.99,205.04,C,10+ years,OWN,91000.0,Source Verified,Dec-2015,Fully Paid,home_improvement,20.82,0.0,May-2002,705.0,709.0,1.0,16.0,0.0,14074.0,61.2,24.0,Individual,1.0,0.0
4511,22225.0, 60 months,22.45,619.54,F,5 years,RENT,58000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,19.04,0.0,Mar-1998,700.0,704.0,2.0,11.0,0.0,10167.0,37.2,15.0,Individual,0.0,0.0
9784,10000.0, 36 months,12.59,334.97,C,5 years,RENT,30000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,25.48,0.0,Jun-2012,665.0,669.0,0.0,8.0,0.0,11613.0,64.5,11.0,Individual,0.0,0.0
1187,4800.0, 36 months,9.17,153.02,B,10+ years,MORTGAGE,133760.0,Not Verified,Dec-2015,Fully Paid,other,25.16,1.0,Aug-1993,670.0,674.0,0.0,8.0,0.0,28902.0,96.7,11.0,Individual,1.0,0.0
3060,35000.0, 36 months,9.17,1115.77,B,< 1 year,MORTGAGE,123000.0,Verified,Dec-2015,Fully Paid,credit_card,23.98,0.0,Nov-1995,750.0,754.0,2.0,16.0,0.0,14465.0,22.9,30.0,Individual,4.0,0.0
3534,6000.0, 36 months,10.78,195.81,B,< 1 year,OWN,54000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,31.56,2.0,Oct-2005,690.0,694.0,0.0,16.0,0.0,8544.0,40.1,27.0,Individual,0.0,0.0
2111,2400.0, 36 months,14.85,83.03,C,4 years,RENT,51000.0,Verified,Dec-2015,Charged Off,debt_consolidation,22.8,0.0,Apr-2005,700.0,704.0,1.0,21.0,0.0,7404.0,34.4,36.0,Individual,0.0,0.0
4776,4500.0, 36 months,11.99,149.45,C,< 1 year,RENT,65000.0,Source Verified,Dec-2015,Fully Paid,other,22.75,0.0,May-2004,665.0,669.0,0.0,6.0,1.0,7003.0,37.9,26.0,Individual,0.0,1.0
9462,35000.0, 60 months,12.59,789.04,C,10+ years,RENT,190000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,34.0,0.0,Feb-2001,680.0,684.0,0.0,16.0,0.0,99338.0,72.9,28.0,Individual,2.0,0.0
9064,9800.0, 36 months,18.49,356.71,E,6 years,RENT,46500.0,Verified,Dec-2015,Fully Paid,moving,20.8,1.0,Nov-2005,665.0,669.0,1.0,13.0,0.0,4445.0,31.3,20.0,Individual,0.0,0.0
5501,20475.0, 60 months,20.5,548.18,E,8 years,OWN,60000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,20.66,0.0,Jun-2001,680.0,684.0,0.0,18.0,0.0,43376.0,60.2,33.0,Individual,4.0,0.0
6079,24000.0, 60 months,16.59,591.19,D,10+ years,RENT,109000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,32.05,0.0,Dec-2002,685.0,689.0,2.0,18.0,0.0,22517.0,75.6,33.0,Individual,1.0,0.0
6316,18000.0, 36 months,12.88,605.46,C,< 1 year,MORTGAGE,82000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,34.41,6.0,Sep-1987,680.0,684.0,3.0,14.0,2.0,6421.0,49.0,39.0,Individual,0.0,0.0
4076,30000.0, 60 months,13.99,697.9,C,< 1 year,OWN,100000.0,Verified,Dec-2015,Charged Off,major_purchase,10.75,0.0,Sep-1998,775.0,779.0,1.0,12.0,0.0,8196.0,20.5,25.0,Individual,3.0,0.0
3667,12000.0, 36 months,9.17,382.55,B,10+ years,MORTGAGE,45000.0,Source Verified,Dec-2015,Fully Paid,credit_card,11.97,1.0,Nov-1998,660.0,664.0,1.0,15.0,0.0,5249.0,30.7,36.0,Individual,2.0,0.0
3389,20000.0, 36 months,11.48,659.33,B,< 1 year,MORTGAGE,40000.0,Source Verified,Dec-2015,Fully Paid,major_purchase,12.84,0.0,Sep-2005,710.0,714.0,0.0,9.0,0.0,20384.0,57.7,25.0,Individual,5.0,0.0
7029,14000.0, 36 months,7.89,438.0,A,10+ years,RENT,95000.0,Source Verified,Dec-2015,Fully Paid,credit_card,29.93,0.0,May-2001,705.0,709.0,0.0,12.0,0.0,16190.0,49.2,31.0,Individual,0.0,0.0
3797,15000.0, 36 months,10.78,489.52,B,< 1 year,OWN,55000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,15.27,0.0,Aug-2008,670.0,674.0,0.0,13.0,0.0,15288.0,74.2,22.0,Individual,0.0,0.0
9236,30000.0, 36 months,11.22,985.29,B,9 years,RENT,350000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,6.92,0.0,Aug-2003,760.0,764.0,0.0,4.0,0.0,3050.0,20.3,15.0,Individual,0.0,0.0
5863,14000.0, 60 months,19.48,366.88,E,2 years,RENT,40280.0,Verified,Dec-2015,Fully Paid,debt_consolidation,24.88,0.0,Aug-2007,665.0,669.0,1.0,7.0,0.0,5959.0,66.2,14.0,Individual,0.0,0.0
7236,21000.0, 60 months,7.49,420.7,A,5 years,MORTGAGE,80000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,20.27,0.0,Oct-1972,790.0,794.0,0.0,19.0,0.0,14121.0,13.4,32.0,Individual,3.0,0.0
5014,7000.0, 36 months,11.99,232.47,C,5 years,OWN,43000.0,Verified,Dec-2015,Fully Paid,home_improvement,14.12,0.0,Jul-1999,680.0,684.0,1.0,6.0,1.0,2449.0,64.4,36.0,Individual,0.0,0.0
2321,9650.0, 36 months,11.99,320.48,C,10+ years,RENT,30000.0,Not Verified,Dec-2015,Fully Paid,credit_card,28.52,1.0,Jul-2001,665.0,669.0,0.0,14.0,0.0,5207.0,34.7,21.0,Individual,0.0,0.0
3786,20000.0, 36 months,5.32,602.3,A,10+ years,MORTGAGE,240000.0,Source Verified,Dec-2015,Fully Paid,home_improvement,21.08,0.0,Apr-1994,730.0,734.0,0.0,15.0,0.0,23179.0,45.4,35.0,Individual,4.0,0.0
4936,28000.0, 36 months,7.91,876.26,A,9 years,MORTGAGE,75000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,16.64,0.0,Oct-2001,710.0,714.0,0.0,13.0,0.0,32058.0,59.7,23.0,Individual,5.0,0.0
6858,26050.0, 60 months,7.91,527.08,A,10+ years,MORTGAGE,82300.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,12.5,0.0,Mar-1998,775.0,779.0,0.0,11.0,0.0,24319.0,41.8,26.0,Individual,5.0,0.0
260,14400.0, 36 months,6.49,441.29,A,8 years,MORTGAGE,70000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,16.32,0.0,Jul-2003,695.0,699.0,1.0,21.0,0.0,14446.0,74.8,26.0,Individual,1.0,0.0
6051,18000.0, 36 months,6.99,555.71,A,5 years,MORTGAGE,115000.0,Verified,Dec-2015,Fully Paid,credit_card,8.24,1.0,Nov-2008,685.0,689.0,0.0,10.0,0.0,15868.0,49.9,19.0,Individual,3.0,0.0
290,24000.0, 60 months,18.49,615.86,D,10+ years,RENT,165000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,13.05,1.0,Mar-2000,660.0,664.0,1.0,13.0,1.0,15347.0,79.1,38.0,Individual,2.0,1.0
1395,5000.0, 36 months,5.32,150.58,A,10+ years,OWN,70000.0,Not Verified,Dec-2015,Fully Paid,credit_card,6.62,0.0,Jul-1986,815.0,819.0,1.0,7.0,0.0,1325.0,3.5,17.0,Individual,0.0,0.0
2038,7500.0, 36 months,13.44,254.3,C,10+ years,MORTGAGE,105000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,20.47,1.0,Jan-2000,685.0,689.0,2.0,14.0,0.0,12833.0,46.7,34.0,Individual,3.0,0.0
452,16000.0, 36 months,8.49,505.01,B,3 years,RENT,35000.0,Not Verified,Dec-2015,Fully Paid,credit_card,24.49,0.0,Apr-2006,705.0,709.0,0.0,10.0,1.0,12989.0,50.9,13.0,Individual,0.0,1.0
7488,35000.0, 60 months,16.99,869.66,D,10+ years,MORTGAGE,104827.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,16.91,0.0,Dec-2002,670.0,674.0,0.0,23.0,0.0,50401.0,62.8,46.0,Individual,4.0,0.0
9524,7000.0, 36 months,8.38,220.59,B,< 1 year,RENT,72000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,13.18,1.0,Jan-1997,710.0,714.0,0.0,10.0,0.0,6617.0,29.1,22.0,Individual,0.0,0.0
2329,30000.0, 60 months,9.17,625.23,B,2 years,RENT,400000.0,Source Verified,Dec-2015,Fully Paid,house,8.54,0.0,Apr-1987,725.0,729.0,0.0,13.0,1.0,12758.0,37.6,30.0,Individual,1.0,1.0
2634,13000.0, 60 months,8.49,266.66,B,7 years,OWN,80000.0,Not Verified,Dec-2015,Fully Paid,credit_card,21.45,2.0,May-2005,740.0,744.0,0.0,22.0,0.0,10616.0,13.5,36.0,Individual,1.0,0.0
429,12000.0, 36 months,9.17,382.55,B,10+ years,MORTGAGE,105000.0,Source Verified,Dec-2015,Fully Paid,credit_card,16.86,1.0,Apr-1990,670.0,674.0,0.0,12.0,0.0,11143.0,34.1,29.0,Individual,4.0,0.0
6096,15000.0, 60 months,10.78,324.5,B,5 years,MORTGAGE,88000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,20.07,1.0,Mar-1996,700.0,704.0,0.0,7.0,0.0,25632.0,94.9,28.0,Individual,2.0,0.0
8407,20700.0, 36 months,13.18,699.27,C,10+ years,RENT,45000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,28.19,0.0,Sep-2004,715.0,719.0,1.0,11.0,0.0,4614.0,31.4,24.0,Individual,0.0,0.0
4311,15000.0, 36 months,10.78,489.52,B,7 years,RENT,35000.0,Source Verified,Dec-2015,Fully Paid,credit_card,15.23,0.0,Sep-2010,670.0,674.0,1.0,11.0,0.0,15025.0,52.9,15.0,Individual,0.0,0.0
9335,3600.0, 36 months,11.99,119.56,C,9 years,MORTGAGE,100000.0,Verified,Dec-2015,Fully Paid,credit_card,6.73,0.0,Jan-2003,700.0,704.0,0.0,7.0,1.0,101.0,3.2,23.0,Individual,1.0,1.0
1172,28000.0, 60 months,17.27,699.95,D,3 years,MORTGAGE,80000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,37.32,0.0,May-2006,665.0,669.0,0.0,19.0,1.0,14616.0,67.7,39.0,Individual,1.0,1.0
2721,6000.0, 36 months,6.99,185.24,A,8 years,OWN,77000.0,Verified,Dec-2015,Fully Paid,other,8.95,0.0,Feb-1982,720.0,724.0,0.0,8.0,0.0,18702.0,75.4,36.0,Individual,4.0,0.0
6217,10000.0, 36 months,7.91,312.95,A,2 years,MORTGAGE,103000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,13.74,4.0,Apr-1993,665.0,669.0,0.0,12.0,0.0,13902.0,70.6,36.0,Individual,6.0,0.0
8803,3600.0, 36 months,9.17,114.77,B,< 1 year,MORTGAGE,100000.0,Source Verified,Dec-2015,Fully Paid,major_purchase,21.35,1.0,Oct-2006,685.0,689.0,1.0,17.0,0.0,13806.0,63.0,32.0,Individual,2.0,0.0
9078,16000.0, 36 months,13.18,540.5,C,1 year,RENT,50000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,26.98,0.0,Aug-2002,675.0,679.0,1.0,25.0,1.0,26504.0,61.2,41.0,Individual,0.0,0.0
1511,16000.0, 36 months,11.99,531.36,C,10+ years,MORTGAGE,98000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,23.06,0.0,Nov-2000,670.0,674.0,0.0,12.0,0.0,16640.0,80.4,19.0,Individual,0.0,0.0
9004,3600.0, 36 months,9.17,114.77,B,10+ years,MORTGAGE,71000.0,Verified,Dec-2015,Fully Paid,home_improvement,20.89,0.0,Mar-1989,710.0,714.0,0.0,8.0,0.0,10402.0,47.5,25.0,Individual,2.0,0.0
5546,5000.0, 36 months,5.32,150.58,A,1 year,RENT,60000.0,Not Verified,Dec-2015,Fully Paid,credit_card,8.68,0.0,Jul-2003,780.0,784.0,1.0,15.0,0.0,2007.0,2.2,53.0,Individual,1.0,0.0
5560,35000.0, 36 months,17.27,1252.56,D,10+ years,RENT,160000.0,Source Verified,Dec-2015,Charged Off,credit_card,18.11,1.0,Jan-2001,700.0,704.0,0.0,26.0,0.0,12560.0,22.9,30.0,Individual,0.0,0.0
418,6000.0, 36 months,5.32,180.69,A,10+ years,RENT,43000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,20.37,0.0,Mar-2007,680.0,684.0,0.0,8.0,0.0,4929.0,24.5,11.0,Individual,0.0,0.0
5304,11200.0, 36 months,5.32,337.29,A,8 years,MORTGAGE,60000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,11.02,1.0,Mar-2001,690.0,694.0,0.0,6.0,0.0,11325.0,31.5,16.0,Individual,3.0,0.0
7873,10000.0, 36 months,9.17,318.79,B,10+ years,MORTGAGE,118000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,7.07,0.0,Mar-1999,660.0,664.0,0.0,9.0,0.0,9513.0,74.9,25.0,Individual,7.0,0.0
8597,15000.0, 36 months,10.64,488.53,B,1 year,MORTGAGE,65000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,31.5,3.0,Jul-2002,680.0,684.0,0.0,7.0,0.0,10881.0,60.1,20.0,Individual,6.0,0.0
500,19000.0, 36 months,10.78,620.06,B,10+ years,MORTGAGE,155000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,18.42,0.0,Sep-2003,665.0,669.0,0.0,7.0,0.0,14815.0,75.2,27.0,Individual,4.0,0.0
1166,7000.0, 36 months,8.49,220.95,B,6 years,OWN,50000.0,Verified,Dec-2015,Fully Paid,credit_card,25.18,0.0,Jun-1999,665.0,669.0,0.0,9.0,1.0,9366.0,90.1,12.0,Individual,0.0,0.0
9417,21850.0, 36 months,14.48,751.89,C,8 years,MORTGAGE,55000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,15.27,1.0,Jul-1993,690.0,694.0,0.0,15.0,0.0,28533.0,65.7,51.0,Individual,5.0,0.0
1471,12000.0, 36 months,11.48,395.6,B,10+ years,RENT,56000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,11.23,0.0,Oct-1995,660.0,664.0,1.0,16.0,1.0,10139.0,82.0,27.0,Individual,0.0,1.0
5052,4200.0, 36 months,14.85,145.29,C,,RENT,14000.0,Verified,Dec-2015,Charged Off,credit_card,13.72,0.0,Jun-2002,735.0,739.0,1.0,11.0,0.0,2923.0,22.5,16.0,Individual,0.0,0.0
5644,20000.0, 36 months,10.78,652.7,B,10+ years,RENT,51450.0,Verified,Dec-2015,Fully Paid,credit_card,27.83,0.0,Dec-1995,695.0,699.0,1.0,8.0,0.0,23946.0,85.2,15.0,Individual,0.0,0.0
6823,12500.0, 36 months,8.49,394.54,B,1 year,RENT,75300.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,13.61,0.0,Jul-1999,680.0,684.0,0.0,15.0,0.0,13786.0,51.8,26.0,Individual,2.0,0.0
8354,2500.0, 36 months,16.55,88.58,D,10+ years,MORTGAGE,33000.0,Verified,Dec-2015,Fully Paid,vacation,24.0,0.0,Dec-2003,660.0,664.0,0.0,7.0,1.0,8485.0,69.5,17.0,Individual,3.0,1.0
9842,24000.0, 60 months,13.67,554.35,C,10+ years,MORTGAGE,80000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,17.18,0.0,Mar-1993,680.0,684.0,0.0,11.0,0.0,13857.0,59.0,25.0,Individual,2.0,0.0
3184,16000.0, 36 months,9.17,510.07,B,1 year,RENT,120000.0,Verified,Dec-2015,Fully Paid,credit_card,22.61,0.0,Aug-2007,690.0,694.0,0.0,14.0,0.0,25519.0,79.5,22.0,Individual,0.0,0.0
2974,5500.0, 36 months,9.17,175.34,B,9 years,MORTGAGE,39000.0,Source Verified,Dec-2015,Fully Paid,credit_card,17.11,0.0,Aug-1997,660.0,664.0,1.0,7.0,1.0,6663.0,48.0,26.0,Individual,1.0,1.0
597,15750.0, 36 months,16.59,558.33,D,8 years,RENT,50000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,21.96,0.0,Nov-2001,675.0,679.0,1.0,18.0,0.0,8770.0,65.9,49.0,Individual,0.0,0.0
2528,32000.0, 36 months,12.88,1076.36,C,10+ years,MORTGAGE,110000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,13.84,3.0,Sep-1995,665.0,669.0,0.0,8.0,0.0,40067.0,16.2,29.0,Individual,9.0,0.0
9255,24000.0, 60 months,13.18,548.29,C,10+ years,MORTGAGE,92000.0,Source Verified,Dec-2015,Charged Off,debt_consolidation,30.92,1.0,Dec-1971,695.0,699.0,0.0,17.0,0.0,53300.0,89.6,32.0,Individual,2.0,0.0
3629,20000.0, 36 months,6.99,617.46,A,2 years,MORTGAGE,130000.0,Not Verified,Dec-2015,Fully Paid,home_improvement,25.03,0.0,Aug-2002,740.0,744.0,1.0,12.0,0.0,20896.0,45.0,22.0,Individual,1.0,0.0
2001,34550.0, 60 months,17.27,863.69,D,10+ years,MORTGAGE,72000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,22.93,0.0,May-2002,690.0,694.0,0.0,10.0,0.0,41646.0,81.5,14.0,Individual,5.0,0.0
8068,12000.0, 36 months,7.26,371.96,A,3 years,RENT,72500.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,11.89,0.0,May-1999,680.0,684.0,0.0,14.0,0.0,8615.0,52.0,32.0,Individual,0.0,0.0
2568,15000.0, 36 months,17.97,542.07,D,< 1 year,MORTGAGE,50000.0,Verified,Dec-2015,Charged Off,debt_consolidation,26.04,0.0,Aug-1991,685.0,689.0,0.0,9.0,0.0,6612.0,100.2,14.0,Individual,0.0,0.0
9500,4750.0, 36 months,13.18,160.46,C,,RENT,13200.0,Not Verified,Dec-2015,Fully Paid,medical,29.64,0.0,Sep-1983,775.0,779.0,0.0,13.0,0.0,229.0,1.1,19.0,Individual,0.0,0.0
9392,2500.0, 36 months,13.18,84.46,C,2 years,RENT,60000.0,Source Verified,Dec-2015,Fully Paid,other,13.82,1.0,Oct-2011,715.0,719.0,1.0,4.0,0.0,305.0,10.9,8.0,Individual,0.0,0.0
6449,7000.0, 36 months,11.48,230.77,B,4 years,RENT,40000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,27.87,0.0,Apr-2007,755.0,759.0,2.0,11.0,0.0,4232.0,14.5,21.0,Individual,0.0,0.0
6828,16000.0, 36 months,11.99,531.36,C,3 years,RENT,120000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,22.71,0.0,Sep-2007,705.0,709.0,1.0,13.0,0.0,20571.0,30.9,18.0,Individual,0.0,0.0
8129,15000.0, 36 months,7.89,469.29,A,3 years,RENT,108500.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,5.11,0.0,Jan-2009,695.0,699.0,0.0,7.0,1.0,8309.0,31.7,12.0,Individual,0.0,0.0
3062,3600.0, 36 months,13.99,123.03,C,10+ years,OWN,65000.0,Not Verified,Dec-2015,Charged Off,other,18.41,0.0,Oct-2002,710.0,714.0,0.0,9.0,0.0,3787.0,53.3,22.0,Individual,1.0,0.0
9885,9600.0, 36 months,7.26,297.57,A,10+ years,MORTGAGE,82000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,12.47,0.0,Dec-1995,715.0,719.0,0.0,15.0,0.0,18833.0,49.2,24.0,Individual,2.0,0.0
8208,15825.0, 36 months,16.55,560.67,D,10+ years,RENT,35000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,5.93,0.0,Oct-1999,660.0,664.0,0.0,5.0,0.0,4848.0,85.1,7.0,Individual,0.0,0.0
2478,5175.0, 36 months,13.99,176.85,C,< 1 year,RENT,46000.0,Verified,Dec-2015,Fully Paid,other,21.16,0.0,Jan-2002,700.0,704.0,1.0,19.0,0.0,5551.0,72.1,43.0,Individual,0.0,0.0
2212,14400.0, 60 months,13.99,334.99,C,1 year,RENT,91000.0,Not Verified,Dec-2015,Fully Paid,debt_consolidation,20.86,0.0,Dec-2002,680.0,684.0,1.0,21.0,0.0,15673.0,49.4,46.0,Individual,4.0,0.0
6433,8000.0, 36 months,6.99,246.99,A,10+ years,MORTGAGE,58000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,18.03,0.0,May-1994,700.0,704.0,0.0,11.0,0.0,14910.0,33.9,27.0,Individual,1.0,0.0
3740,7800.0, 36 months,11.99,259.04,C,10+ years,RENT,31722.0,Source Verified,Dec-2015,Charged Off,moving,34.01,0.0,Dec-2005,705.0,709.0,0.0,11.0,0.0,8604.0,78.9,22.0,Individual,0.0,0.0
1805,30000.0, 36 months,13.99,1025.19,C,10+ years,MORTGAGE,100000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,26.23,0.0,Aug-2002,745.0,749.0,1.0,18.0,0.0,6853.0,25.7,30.0,Individual,2.0,0.0
276,5000.0, 36 months,9.8,160.87,B,10+ years,RENT,55000.0,Not Verified,Dec-2015,Charged Off,debt_consolidation,10.93,0.0,Jul-2003,665.0,669.0,1.0,6.0,0.0,6846.0,58.0,11.0,Individual,0.0,0.0
1979,18000.0, 36 months,11.48,593.4,B,8 years,RENT,134000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,19.24,0.0,Oct-2002,695.0,699.0,1.0,12.0,0.0,26059.0,41.5,31.0,Individual,0.0,0.0
5240,4000.0, 36 months,11.48,131.87,B,5 years,RENT,30000.0,Source Verified,Dec-2015,Fully Paid,debt_consolidation,9.44,0.0,Jun-2011,720.0,724.0,0.0,7.0,0.0,4144.0,26.6,8.0,Individual,0.0,0.0
1217,25000.0, 36 months,6.99,771.82,A,< 1 year,MORTGAGE,90000.0,Not Verified,Dec-2015,Fully Paid,credit_card,17.03,3.0,Feb-1987,705.0,709.0,1.0,11.0,0.0,23584.0,17.0,21.0,Individual,1.0,0.0
411,4600.0, 36 months,11.99,152.77,C,,RENT,14688.0,Verified,Dec-2015,Fully Paid,credit_card,14.79,0.0,Mar-2003,670.0,674.0,1.0,10.0,1.0,3810.0,31.5,26.0,Individual,2.0,1.0
6057,8000.0, 36 months,14.85,276.74,C,1 year,OWN,40000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,20.85,0.0,Oct-2001,680.0,684.0,1.0,5.0,0.0,6436.0,75.7,8.0,Individual,0.0,0.0
5484,35000.0, 36 months,13.99,1196.05,C,9 years,MORTGAGE,89000.0,Source Verified,Dec-2015,Fully Paid,credit_card,15.01,0.0,Feb-2003,705.0,709.0,1.0,14.0,0.0,35232.0,42.3,34.0,Individual,4.0,0.0
3990,32000.0, 36 months,6.99,987.93,A,10+ years,MORTGAGE,144542.0,Verified,Dec-2015,Fully Paid,credit_card,20.5,0.0,Jun-1984,690.0,694.0,1.0,25.0,0.0,105233.0,71.0,33.0,Individual,3.0,0.0
2584,20250.0, 36 months,9.8,651.52,B,< 1 year,RENT,75000.0,Verified,Dec-2015,Fully Paid,debt_consolidation,20.56,0.0,Jul-1994,705.0,709.0,0.0,9.0,0.0,42417.0,87.0,16.0,Individual,1.0,0.0
8969,12000.0, 36 months,16.55,425.16,D,1 year,OWN,41990.0,Verified,Dec-2015,Charged Off,debt_consolidation,31.81,0.0,Jun-1999,665.0,669.0,0.0,15.0,1.0,9828.0,41.6,31.0,Individual,0.0,0.0
